,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Ground_Clearance,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Seating_Capacity,Type,Audiosystem,Boot_Space
279,279,Jaguar,Xe,Se Petrol,4633000,1997,4,RWD (Rear Wheel Drive),61,Petrol,1416,4691 mm,1850,Sedan,4,11,0,1639,125,Hydraulic Power,All Windows,Smart Key,2505500,36515004000,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,455
280,280,Jaguar,Xf,2.0 Prestige,5436329,1999,4,RWD (Rear Wheel Drive),74,Petrol,1460,4961 mm,2091,Sedan,4,13,0,1730,0,Electric Power,All Windows,0,2475500,34017502000,Analog,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,505
281,281,Jaguar,Xf,2.0 Portfolio,6073446,1999,4,RWD (Rear Wheel Drive),82,Petrol,1457,5252 mm,1899,Sedan,4,13,0,1871,100,Electric Power,All Windows,Smart Key,2475500,34017502000,Analog,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,520
282,282,Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999,4,RWD (Rear Wheel Drive),83,Diesel,1457,5252 mm,1899,Sedan,4,19,0,1871,100,Electric Power,All Windows,Smart Key,1805500,43017502000,Analog,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,520
283,283,Jaguar,Xf,2.0 Prestige Diesel,5506622,1999,4,RWD (Rear Wheel Drive),66,Diesel,1457,5067 mm,2091,Sedan,4,19,0,1729,0,Electric Power,All Windows,0,1805500,43017502000,Analog,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,505
284,284,Jaguar,Xf,2.0 Pure Diesel,4977080,1999,4,RWD (Rear Wheel Drive),66,Diesel,1457,5067 mm,2091,Sedan,4,19,0,1687,0,Electric Power,All Windows,0,1805500,43017502000,Analog,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,505
285,285,Audi,A3 Cabriolet,40 Tfsi,5038000,1395,4,FWD (Front Wheel Drive),50,Petrol,1409,4421 mm,1793,Convertible,2,19,0,1430,160,Electric Power,All Windows,Smart Key,148,250,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,320
286,286,Audi,A6,Premium Plus 45 Tfsi,5442200,1984,4,FWD (Front Wheel Drive),73,Petrol,1455,4933 mm,1874,Sedan,4,14,0,1780,0,Electric Power,All Windows,Smart Key,24550006500,37016004500,Digital,Analog,"Analog, Digital",5,Automatic,CD/MP3/DVD Player with USB & Aux-in,560
287,287,Audi,A6,Technology 45 Tfsi,5942200,1984,4,FWD (Front Wheel Drive),73,Petrol,1455,4933 mm,1874,Sedan,4,14,0,1780,0,Electric Power,All Windows,Smart Key,24550006500,37016004500,Digital,Analog,"Analog, Digital",5,Automatic,CD/MP3/DVD Player with USB & Aux-in,560
288,288,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995,4,4WD,67,Diesel,1678,4657 mm,1881,SUV,5,18,0,1785,212,Electric Power,All Windows,Smart Key,1904000,40017502500,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,550
289,289,Bmw,X3,Xdrive 30I Luxury Line,5880000,1998,4,4WD,67,Petrol,1678,4657 mm,1881,SUV,5,18,0,1785,212,Electric Power,All Windows,Smart Key,248,350,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,550
290,290,Bmw,X3,Xdrive20D Xline,5600000,1995,4,4WD,67,Diesel,1678,4657 mm,1881,SUV,5,18,0,1785,212,Electric Power,All Windows,Smart Key,1904000,40017502500,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,550
291,291,Land Rover,Discovery Sport,S,5706000,1999,4,4WD,70,Diesel,1727,4600 mm,2069,SUV,5,0,0,2087,167,Electric Power,All Windows,Smart Key,1794000,4301750,Digital,Analog,Analog,7,Automatic,CD Player with USB & Aux-in,0
292,292,Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999,4,4WD,70,Diesel,1727,4600 mm,2069,SUV,5,0,0,2087,167,Electric Power,All Windows,Smart Key,1794000,4301750,Digital,Analog,Analog,7,Automatic,CD Player with USB & Aux-in,0
293,293,Volvo,S90,D4 Inscription,5890000,1969,4,FWD (Front Wheel Drive),0,Diesel,1443,4963 mm,1879,Sedan,4,0,0,0,152,Electric Power,All Windows,Smart Key,1904250,4001750,Analog,"Analog, Digital","Digital, Analog",5,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
294,294,Audi,S5,Sportback,7243000,2995,6,AWD (All Wheel Drive),58,Petrol,1384,4718 mm,1843,Sedan,4,13,0,1790,0,Electro-Hydraulic,All Windows,Smart Key,33354006400,50013704500,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
295,295,Bmw,X5,Xdrive30D Sport,7330000,2993,6,AWD (All Wheel Drive),0,Diesel,1745,4922 mm,2218,SUV,5,13,0,0,0,Electric Power,All Windows,Smart Key,2654000,62015002500,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,650
296,296,Bmw,X5,Xdrive30D Xline,8290000,2993,6,AWD (All Wheel Drive),0,Diesel,1745,4922 mm,2218,SUV,5,13,0,0,0,Electric Power,All Windows,Smart Key,2654000,62015002500,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,650
297,297,Bmw,X5,Xdrive40I M Sport,8290000,2998,6,AWD (All Wheel Drive),0,Petrol,1745,4922 mm,2218,SUV,5,11,0,0,0,Electric Power,All Windows,Smart Key,3404000,45015005200,Digital,Analog,Analog,5,Automatic,CD Player with USB & Aux-in,650
298,298,Ford,Mustang,Fastback V8,7462000,4951,8,RWD (Rear Wheel Drive),609,Petrol,1391,4784 mm,2080,"Sedan, Coupe",3,13,0,0,137,Electro-Hydraulic,All Windows,Smart Key,4016550,51542504300,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
299,299,Jeep,Grand Cherokee,Limited,7882867,2987,6,AWD (All Wheel Drive),935,Diesel,1802,4828 mm,1943,SUV,5,12,0,2432,206,Electro-Hydraulic,Only Front Windows,Yes,2403600,5702000,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,102
300,300,Jeep,Grand Cherokee,Summit,8931819,2987,6,AWD (All Wheel Drive),935,Diesel,1802,4828 mm,1943,SUV,5,12,0,2455,0,Electro-Hydraulic,Only Front Windows,Yes,2403600,5702000,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,102
301,301,Jeep,Grand Cherokee,Srt,11400000,6417,8,AWD (All Wheel Drive),935,Petrol,1749,4846 mm,1954,SUV,5,12,0,2458,210,Yes,All Windows,Yes,468,624,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,102
302,302,Jeep,Grand Cherokee,Summit Petrol,7515000,3604,6,AWD (All Wheel Drive),935,Petrol,1802,4828 mm,1943,SUV,5,86,0,2455,0,Electric Power,Only Front Windows,Yes,2866350,3474300,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,102
303,303,0,Mercedes-Benz E-Class Cabriolet,E400,7711338,2996,6,0,80,Petrol,1398,4703 mm,1786,Convertible,2,10,0,1640,0,Electric Power,All Windows,Smart Key,3346000,48016004000,Analog,Analog,Analog,4,0,CD/MP3/DVD Player with USB & Aux-in,540
304,304,Bmw,M2 Competition,Coupe,8180000,2979,6,RWD (Rear Wheel Drive),52,Petrol,1410,4461 mm,1854,Coupe,2,9,0,1625,0,Electric Power,All Windows,Smart Key,41052307000,55023505230,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,460
305,305,Porsche,718,Boxster,8995000,1988,4,RWD (Rear Wheel Drive),54,Petrol,1281,4379 mm,1801,Convertible,2,74,0,1440,0,Hydraulic Power,Only Front Windows,Yes,3006500,38019504500,Analog,Analog,Analog,2,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
306,306,Porsche,718,Cayman,8595000,1988,4,RWD (Rear Wheel Drive),54,Petrol,1281,4379 mm,1801,Coupe,2,74,0,1440,0,Hydraulic Power,All Windows,Yes,3006500,38019504500,Digital,Analog,Analog,2,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
307,307,0,Mercedes-Benz Gls,350 Cdi,8820000,2987,6,AWD (All Wheel Drive),100,Diesel,1850,5120 mm,1934,SUV,4,11,0,2535,307,Electric Power,All Windows,0,2583600,61916002400,0,0,Yes,5,Automatic,CD Player with Aux-in,0
308,308,0,Mercedes-Benz Gls,63 Amg,19199181,5461,8,AWD (All Wheel Drive),80,Petrol,1850,5146 mm,1982,SUV,4,12,0,2580,307,Electric Power,All Windows,0,5575500,7605250,0,0,Yes,7,Automatic,CD Player with USB & Aux-in,540
309,309,0,Mercedes-Benz Gls,400 4Matic,8776900,2996,8,AWD (All Wheel Drive),80,Petrol,1850,5146 mm,1982,SUV,4,12,0,2580,307,Electric Power,All Windows,Yes,3335250,4805250,Yes,Analog,Yes,7,Automatic,CD/MP3/DVD Player with USB & Aux-in,540
310,310,0,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996,8,AWD (All Wheel Drive),80,Petrol,1850,5146 mm,1982,SUV,4,12,0,2580,307,Electric Power,All Windows,Yes,3335250,4805250,Yes,Analog,Yes,7,Automatic,CD/MP3/DVD Player with USB & Aux-in,540
311,311,0,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987,6,AWD (All Wheel Drive),100,Diesel,1850,5120 mm,1934,SUV,4,11,0,2535,307,Electric Power,All Windows,Yes,2583600,61916002400,0,Analog,Yes,5,Automatic,CD Player with Aux-in,0
312,312,Toyota,Land Cruiser Prado,Vx L,9630000,2982,4,4WD,87,Diesel,1880,4840 mm,1885,SUV,5,11,0,0,0,Electric Power,All Windows,Smart Key,1733400,41016002800,Digital,Analog,Analog,7,Automatic,DVD Player with USB & Aux-in,0
313,313,Lexus,Rx 450H,450Hl Luxury,9900000,3456,6,AWD (All Wheel Drive),65,Petrol,1700,5000 mm,1895,SUV,4,18,0,2195,0,Electric Power,All Windows,Smart Key,2626000,3354600,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
314,314,Audi,Rs5,Coupe,11141200,2894,8,AWD (All Wheel Drive),58,Petrol,0,4649 mm,0,Coupe,2,10,0,1770,160,Electric Power,Only Front Windows,Smart Key,45057006700,60019005000,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,465
315,315,Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993,6,AWD (All Wheel Drive),78,Diesel,1479,5120 mm,2169,Sedan,4,17,0,0,152,Hydraulic Power,All Windows,Smart Key,2654000,62020002500,Digital,"Analog, Digital",Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,515
316,316,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993,6,AWD (All Wheel Drive),78,Diesel,1479,5120 mm,2169,Sedan,4,17,0,0,152,Hydraulic Power,All Windows,Smart Key,2654000,62020002500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,515
317,317,Bmw,7-Series,730Ld M Sport,13510000,2993,6,AWD (All Wheel Drive),78,Diesel,1479,5120 mm,2169,Sedan,4,17,0,0,152,Electric Power,All Windows,Smart Key,2654000,62020002500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,515
318,318,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998,6,AWD (All Wheel Drive),78,Petrol,1479,5120 mm,2169,Sedan,4,11,0,0,152,Hydraulic Power,All Windows,Smart Key,34055006500,45015005200,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,515
319,319,Bmw,7-Series,745Le Xdrive,16500000,2998,6,AWD (All Wheel Drive),46,Hybrid,1481,5219 mm,2142,Sedan,4,0,0,0,152,Hydraulic Power,All Windows,Smart Key,28650006000,45013805000,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,500
320,320,Bmw,7-Series,M760Li Xdrive,24250000,6592,12,AWD (All Wheel Drive),78,Petrol,1481,5219 mm,2142,Sedan,4,79,0,0,152,Hydraulic Power,All Windows,Smart Key,60954006500,85015505000,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,500
321,321,Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995,4,AWD (All Wheel Drive),85,Petrol,1740,5052 mm,1968,SUV,5,0,0,2115,200,Electro-Hydraulic,All Windows,Smart Key,3405000,5001370,Digital,"Analog, Digital",Analog,7,Automatic,DVD Player with USB & Aux-in,605
322,322,0,Mercedes-Benz S-Class,S 350 D,13558438,2987,6,RWD (Rear Wheel Drive),90,Diesel,1494,5116 mm,1899,Sedan,4,13,0,2132,140,Electric Power,All Windows,Smart Key,2583600,62016002400,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,530
323,323,0,Mercedes-Benz S-Class,S 450,13976653,2996,6,RWD (Rear Wheel Drive),70,Petrol,1494,5246 mm,1899,Sedan,4,78,0,2113,109,Electro-Hydraulic,All Windows,Smart Key,3336000,48016004000,Digital,Analog,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,510
324,324,0,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,3982,8,AWD (All Wheel Drive),80,Petrol,1411,5027 mm,1899,Coupe,2,14,0,2080,140,Electric Power,All Windows,Smart Key,45055006000,90027504500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,400
325,325,Maserati,Levante,Diesel,14512054,2987,6,AWD (All Wheel Drive),80,Diesel,1679,5003 mm,2158,SUV,4,79,0,0,0,Electro-Hydraulic,All Windows,Smart Key,2754000,60020002600,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,580
326,326,Maserati,Levante,Gransport,14863774,2979,6,AWD (All Wheel Drive),80,Diesel,1679,5003 mm,2158,SUV,5,79,0,0,0,Electro-Hydraulic,All Windows,Smart Key,3505750,50045005000,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,580
327,327,Maserati,Levante,Granlusson,15383399,2979,6,AWD (All Wheel Drive),80,Diesel,1679,5003 mm,2158,SUV,5,79,0,0,0,Electro-Hydraulic,All Windows,Smart Key,4305750,58045005000,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,580
328,328,0,Mercedes-Benz G-Class,Amg G 63,21875136,3982,8,AWD (All Wheel Drive),96,Petrol,1938,4763 mm,1855,SUV,5,0,0,2560,205,Electric Power,All Windows,Smart Key,5856000,85025003500,Digital,Analog,Analog,7,Automatic,CD/MP3/DVD Player with USB & Aux-in,480
329,329,0,Mercedes-Benz G-Class,G 350D,15000000,2925,6,AWD (All Wheel Drive),100,Diesel,1969,4817 mm,1931,SUV,5,0,0,2453,241,Electric Power,All Windows,Smart Key,2891200,6002500,Digital,Analog,Analog,7,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
330,330,Audi,A8 L,55 Tfsi Quattro,15600000,2995,8,AWD (All Wheel Drive),82,Petrol,1485,5302 mm,1945,Sedan,4,0,0,2030,0,Electro-Hydraulic,All Windows,Smart Key,3405000,5001370,Digital,"Analog, Digital",Analog,4,Automatic,DVD Player with USB & Aux-in,505
331,331,Maserati,Granturismo,Sport,17229579,4691,8,RWD (Rear Wheel Drive),86,Petrol,1353,4881 mm,1915,Coupe,2,10,0,1880,100,Electro-Hydraulic,All Windows,Smart Key,4607000,5204750,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,261
332,332,Maserati,Quattroporte,Granlusso,17900000,2987,6,RWD (Rear Wheel Drive),70,Diesel,1481,5262 mm,1948,Sports,4,79,0,1925,100,Electro-Hydraulic,All Windows,Smart Key,2757000,60020002600,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,530
333,333,Lexus,Lc 500H,Coupe,19600000,3456,6,AWD (All Wheel Drive),82,Hybrid,1345,4770 mm,1920,Coupe,2,0,0,1985,0,Electric Power,All Windows,Smart Key,2996600,3505100,Digital,Digital,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,133
334,334,0,Mercedes-Benz Maybach,S650,27308312,5980,12,AWD (All Wheel Drive),80,Petrol,1498,5453 mm,1899,Sedan,4,78,0,2200,0,Electro-Hydraulic,All Windows,Smart Key,6304800,1.00023E+11,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,510
335,335,0,Mercedes-Benz Maybach,S560,19890000,4663,8,AWD (All Wheel Drive),80,Petrol,1494,5246 mm,1899,Sedan,4,78,0,2200,0,Electro-Hydraulic,All Windows,Smart Key,4535500,70018003500,Digital,Analog,Analog,4,Automatic,CD Player with USB & Aux-in,530
336,336,Porsche,Panamera,Turbo,21263000,3996,8,AWD (All Wheel Drive),90,Petrol,1427,5049 mm,1937,Sedan,4,10,0,2045,215,Hydraulic Power,All Windows,Smart Key,5506000,7701960,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
337,337,Porsche,Panamera,Turbo Executive,22613000,3996,8,AWD (All Wheel Drive),90,Petrol,1432,5199 mm,1937,Sedan,4,10,0,0,215,Hydraulic Power,All Windows,Smart Key,5506000,7701960,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
338,338,Porsche,Panamera,Turbo Sport Turismo,21747000,3996,8,AWD (All Wheel Drive),90,Petrol,1432,5049 mm,1937,Sedan,4,10,0,0,215,Hydraulic Power,All Windows,Smart Key,5506000,7701960,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
339,339,Lexus,Lx 450D,V8,23290000,4461,0,FWD (Front Wheel Drive),93,Diesel,1865,5080 mm,1980,SUV,4,18,0,2660,0,Yes,All Windows,Smart Key,2616000,65016002600,Digital,Analog,Analog,7,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
340,340,0,Mercedes-Benz S-Class Cabriolet,S500,23491293,4663,8,RWD (Rear Wheel Drive),80,Petrol,1417,5027 mm,1899,Convertible,2,78,0,2115,0,Electric Power,All Windows,Smart Key,4555500,70018003500,Digital,Analog,Analog,4,Automatic,CD/MP3/DVD Player with USB & Aux-in,530
341,341,Audi,R8,V10 Plus,27245000,5204,10,AWD (All Wheel Drive),75,Petrol,1252,4440 mm,2029,Coupe,2,67,0,1670,110,Electric Power,Only Front Windows,Remote,6108250,5606500,Digital,Analog,Digital,2,Automatic,CD/MP3/DVD Player with USB & Aux-in,0
342,342,Lamborghini,Urus,V8,30000000,3996,8,AWD (All Wheel Drive),75,Petrol,1638,5112 mm,2181,SUV,5,78,0,2200,0,Yes,All Windows,Yes,6506000,85022504500,Yes,Digital,Yes,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,616
343,343,Bentley,Continental Gt,Coupe,33791059,5998,12,AWD (All Wheel Drive),90,Petrol,1401,4807 mm,2226,Coupe,2,86,0,2320,142,Electric Power,All Windows,Smart Key,5906000,7201800,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,358
344,344,Ferrari,Portofino,V8 Convertible,35000000,3855,8,AWD (All Wheel Drive),92,Petrol,1320,4569 mm,1910,Convertible,2,9,0,1730,119,Electric Power,All Windows,Smart Key,5607500,7554750,Digital,Analog,Analog,2,Automatic,CD Player with USB & Aux-in,240
345,345,Bentley,Bentayga,W12,45941557,5950,12,AWD (All Wheel Drive),85,Petrol,1742,5141 mm,1998,SUV,5,19,0,2422,0,Electro-Hydraulic,All Windows,Smart Key,6086000,9001350,Digital,Digital,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,430
346,346,Bentley,Bentayga,V8,37542069,3996,12,AWD (All Wheel Drive),85,Petrol,1742,5140 mm,1998,SUV,5,87,0,2428,0,Electro-Hydraulic,All Windows,Smart Key,5506000,7701350,Digital,Digital,Analog,5,Automatic,CD/MP3/DVD Player with USB & Aux-in,430
347,347,Aston Martin,Db 11,V12,40456503,5198,12,AWD (All Wheel Drive),80,Petrol,1250,4385 mm,1865,Coupe,2,0,0,1680,130,Hydraulic Power,All Windows,Smart Key,6086500,7001500,Digital,Digital,Analog,2,Automatic,CD/MP3/DVD Player with USB & Aux-in,300
348,348,Ferrari,458 Speciale,Coupe,42531500,4497,8,AWD (All Wheel Drive),86,Petrol,1203,4571 mm,1951,Coupe,2,9,0,1395,113,Electric Power,All Windows,Smart Key,6059000,5406000,Digital,Analog,Analog,2,Automatic,DVD Player with USB & Aux-in,230
349,349,0,Rolls-Royce Ghost Series Ii,6.6,46709733,6593,12,RWD (Rear Wheel Drive),825,Petrol,1550,5399 mm,1948,Sedan,4,17,0,2490,150,Electric Power,All Windows,Smart Key,5635250,7801700,Digital,Analog,Analog,5,Automatic,DVD Player with USB & Aux-in,490
350,350,0,Rolls-Royce Ghost Series Ii,Ewb,53247201,6592,12,RWD (Rear Wheel Drive),825,Petrol,1550,5569 mm,1948,Sedan,4,72,0,2490,150,Electric Power,All Windows,Smart Key,570,780,Digital,Analog,Analog,5,Automatic,DVD Player with USB & Aux-in,490
351,351,0,Rolls-Royce Wraith,Coupe,50025840,6592,12,AWD (All Wheel Drive),83,Petrol,1507,5269 mm,1947,Coupe,2,10,0,2360,0,Electric Power,Only Front Windows,Smart Key,6255600,80015005500,Digital,0,Yes,4,Automatic,0,470
352,352,Bentley,Mulsanne,Sedan,52571294,6752,8,RWD (Rear Wheel Drive),90,Petrol,1521,5575 mm,2208,Sedan,4,95,0,2685,142,Electric Power,All Windows,Smart Key,5124200,10201750,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,443
353,353,0,Rolls-Royce Cullinan,Suv,69500000,6750,12,AWD (All Wheel Drive),0,Petrol,1835,5341 mm,2000,SUV,5,22,0,2753,0,0,0,0,5635000,850,0,0,0,5,Automatic,0,0
354,354,0,Rolls-Royce Phantom Coupe,6.8 L,77312661,6749,12,RWD (Rear Wheel Drive),100,Petrol,1598,5612 mm,1987,Coupe,2,22,0,2629,164,Electric Power,All Windows,Smart Key,4605350,7203500,Digital,Analog,Analog,4,Automatic,DVD Player with USB & Aux-in,395
355,355,Bugatti,Chiron,W16,192142937,7993,16,RWD (Rear Wheel Drive),0,Petrol,1212,4544 mm,2038,Sports,2,59,0,1995,0,Electric Power,All Windows,"Remote, Smart Key",14796700,1.6002E+11,Digital,Digital,Digital,2,Automatic,CD Player with USB & Aux-in,0
356,356,Bugatti,Chiron,Sport,212155397,7993,16,RWD (Rear Wheel Drive),0,Petrol,1212,4544 mm,2038,Sports,2,59,0,1995,0,Electric Power,All Windows,"Remote, Smart Key",1.6002E+11,14796700,Digital,Digital,Digital,2,Automatic,CD Player with USB & Aux-in,0
357,357,Bajaj,Qute (Re60),Qcar,263000,216,0,RWD (Rear Wheel Drive),0,Petrol,1652,2752 mm,1312,Hatchback,4,35,0,0,0,0,0,0,135500,1894000,Yes,Yes,Yes,4,Manual,Not on offer,20
358,358,Bajaj,Qute (Re60),Qcar Cng,283000,216,0,RWD (Rear Wheel Drive),0,CNG,1652,2752 mm,1312,Hatchback,4,0,43 km/kg,0,0,0,0,0,125500,1614000,Yes,Yes,Yes,4,Manual,Not on offer,20
359,359,Maruti Suzuki,Alto,Std,294800,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,730,160,0,0,0,486000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
360,360,Maruti Suzuki,Alto,Std (O),299900,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,732,160,0,0,0,486000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
361,361,Maruti Suzuki,Alto,Lxi,352900,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,755,160,Electric Power,Only Front Windows,0,476000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
362,362,Maruti Suzuki,Alto,Lxi (O),357200,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,757,160,Yes,Only Front Windows,0,486000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
363,363,Maruti Suzuki,Alto,Vxi,376100,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,762,160,Yes,Only Front Windows,Remote,486000,693500,Digital,Analog,Not on offer,5,Manual,CD Player with USB & Aux-in,0
364,364,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796,3,FWD (Front Wheel Drive),35,CNG + Petrol,1475,3445 mm,1490,Hatchback,5,22,0,755,160,Electric Power,Only Front Windows,0,476000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
365,365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796,3,FWD (Front Wheel Drive),35,CNG + Petrol,1475,3445 mm,1490,Hatchback,5,22,0,757,160,Yes,Only Front Windows,0,486000,693500,Digital,Analog,Not on offer,5,Manual,Not on offer,0
366,366,Maruti Suzuki,Alto,Vxi Plus,389600,796,3,FWD (Front Wheel Drive),35,Petrol,1475,3445 mm,1490,Hatchback,5,22,0,762,160,Yes,Only Front Windows,Remote,486000,693500,Digital,Analog,Not on offer,5,Manual,CD Player with USB & Aux-in,0
367,367,Maruti Suzuki,S-Presso,Std,370500,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,0,0,0,675500,903500,Digital,Analog,Analog,5,Manual,Not on offer,0
368,368,Maruti Suzuki,S-Presso,Std (O),376500,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,0,0,0,675500,903500,Digital,Analog,Analog,5,Manual,Not on offer,0
369,369,Maruti Suzuki,S-Presso,Lxi,409000,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Yes,0,0,675500,903500,Digital,Analog,Analog,5,Manual,Not on offer,0
370,370,Maruti Suzuki,S-Presso,Lxi (O),415000,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Yes,0,0,675500,903500,Digital,Analog,Analog,5,Manual,Not on offer,0
371,371,Maruti Suzuki,S-Presso,Vxi,432500,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Yes,Only Front Windows,Yes,675500,903500,Digital,Analog,Analog,5,Manual,USB & Aux-in,0
372,372,Maruti Suzuki,S-Presso,Vxi (O),438500,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Yes,Only Front Windows,Yes,675500,903500,Digital,Analog,Analog,5,Manual,USB & Aux-in,0
373,373,Maruti Suzuki,S-Presso,Vxi Ags,475500,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Yes,Only Front Windows,Yes,675500,903500,Digital,Analog,Analog,5,AMT,USB & Aux-in,0
374,374,Maruti Suzuki,S-Presso,Vxi+,456000,998,3,FWD (Front Wheel Drive),27,Petrol,1549,3565 mm,1520,Hatchback,5,21,0,726,0,Electric Power,All Windows,Remote,675500,903500,Digital,Analog,"Analog, Digital",5,Manual,USB & Aux-in,0
